ID,Drug_A,Drug_B,Cell_Line,Score
6583,565,489,27,-0.468997103
6584,565,489,28,-1.740919659
6585,565,489,29,-3.39923725
6587,565,489,30,5.05535359151169
6588,565,489,31,5.54460695958878
6589,565,489,32,-0.815527175
6590,565,489,33,-2.438261402
6591,565,489,34,-1.196701484
6592,565,489,35,-0.282612903
6593,565,489,36,8.42145694336008
6594,565,489,37,-0.805848572
6595,565,489,38,-0.336655413
6596,565,489,39,-3.479965275
6597,565,489,40,-3.92019299
6599,565,489,41,0.172811488162747
6600,565,489,42,-13.60433671
6601,565,489,43,0.860008924519927
6602,565,489,44,6.89724318445681
6603,565,489,45,1.454450604
6604,565,489,46,-0.684820253
6605,565,489,47,-2.758242329
6608,565,602,0,-26.16361996
6609,565,602,1,-11.52168763
6610,565,602,2,-28.80011391
6611,565,602,3,-12.81428151
6612,565,602,4,-24.21184236
6613,565,602,5,-6.914806815
6614,565,602,6,-30.20962909
6616,565,602,7,-8.315755458
6617,565,602,8,-11.50763558
6618,565,602,9,-7.79633653
6619,565,602,11,-14.69170322
6620,565,602,10,-13.15332698
6621,565,602,12,-37.75096937
6622,565,602,13,-36.47342601
6623,565,602,14,-23.24035691
6625,565,602,15,-13.66127622
6627,565,602,16,-29.57733022
6628,565,602,17,-19.94897969
6629,565,602,18,-25.24085775
6630,565,602,19,-0.988979117
6632,565,602,20,-27.47979599
6633,565,602,21,-13.68912506
6635,565,602,22,-22.9834687
6636,565,602,23,-27.71926016
6637,565,602,24,-27.43822709
6638,565,602,25,-6.808707475
6640,565,602,26,-16.07871633
6643,565,602,27,-3.035146866
6644,565,602,28,-10.38138299
6645,565,602,29,-27.5711272
6647,565,602,30,-35.84475577
6648,565,602,31,-14.80361391
6649,565,602,32,-4.153008084
6650,565,602,33,-18.70038152
6651,565,602,34,-37.87516473
6652,565,602,35,-37.96646565
6653,565,602,36,-17.48215541
6654,565,602,37,-9.409070377
6655,565,602,38,-18.43936807
6656,565,602,39,-5.352665794
6657,565,602,40,-27.46968478
6659,565,602,41,-19.95372944
6660,565,602,42,-18.39816928
6661,565,602,43,-30.66105612
6662,565,602,44,-7.595842014
6663,565,602,45,-11.62340963
6664,565,602,46,-30.68100429
6665,565,602,47,-6.82210243
6727,565,283,0,1.15313335365892
6728,565,283,1,0.161669612323918
6729,565,283,2,4.18875558346372
6730,565,283,3,1.36882967468328
6731,565,283,4,5.20666786727062
6732,565,283,5,-2.507563445
6733,565,283,6,0.286335552618538
6735,565,283,7,4.06581069153447
6736,565,283,8,1.3179131479367
6737,565,283,9,-3.671722917
6738,565,283,11,-41.59266975
6739,565,283,10,-1.877443204
6740,565,283,12,-1.494082315
6741,565,283,13,0.180895377910747
6742,565,283,14,-6.173775129
6744,565,283,15,3.38023010881365
6746,565,283,16,-2.146249253
6747,565,283,17,4.52665454143845
6748,565,283,18,1.6227754030128
6749,565,283,19,1.93776034898372
6751,565,283,20,1.65438846908873
6752,565,283,21,-0.350361101
6754,565,283,22,4.13941251304434
6755,565,283,23,1.38562288787896
6756,565,283,24,-0.358387216
6757,565,283,25,2.00049081361177
6759,565,283,26,1.78470064666014
6762,565,283,27,-0.30143866
6763,565,283,28,0.751323324829806
6764,565,283,29,1.68080030422384
6766,565,283,30,5.48327820134825
6767,565,283,31,-0.63528309
6768,565,283,32,-3.478979735
6769,565,283,33,-0.56797071
6770,565,283,34,0.90271700067652
6771,565,283,35,-4.185984943
6772,565,283,37,-0.351559981
6773,565,283,38,1.00278559966945
6774,565,283,39,1.3707945739433
6775,565,283,40,-1.121397338
6777,565,283,42,-8.868678551
6778,565,283,43,-1.665486825
6779,565,283,44,1.06474061908666
6780,565,283,45,-3.197770063
6781,565,283,46,5.97860755982064
6782,565,283,47,0.966945606851466
6785,565,600,0,-49.85880483
6786,565,600,1,-24.6673131
6787,565,600,2,-31.87382734
6788,565,600,3,-21.17866115
6789,565,600,4,-28.19080461
6790,565,600,5,-25.42778231
6791,565,600,6,1.60215923741127
6793,565,600,7,-61.65034778
6794,565,600,8,-29.59944964
6795,565,600,9,-12.28720059
6796,565,600,11,-64.64468039
6797,565,600,10,9.06730984932953
6798,565,600,12,-3.907685704
6799,565,600,13,-61.44990333
6800,565,600,14,-42.0722242
6802,565,600,15,-60.41586502
6804,565,600,16,-37.26979127
6805,565,600,17,-64.10480261
6806,565,600,18,-34.63336026
6807,565,600,19,-41.42148194
6809,565,600,20,-40.22303715
6810,565,600,21,-33.60247541
6812,565,600,22,-65.65523702
6813,565,600,23,-7.066258445
6814,565,600,24,-46.38793082
6815,565,600,25,-70.93174685
6817,565,600,26,-61.30787294
6820,565,600,27,-47.08405479
6821,565,600,28,-67.73878212
6822,565,600,29,-32.36822983
6824,565,600,30,-67.11439512
6825,565,600,31,1.74007940611515
6826,565,600,32,-15.58506074
6827,565,600,33,-63.46212591
6828,565,600,34,-56.48245889
6829,565,600,35,-50.68575521
6830,565,600,36,-40.21944967
6831,565,600,37,-43.98414052
6832,565,600,38,-26.31795223
6833,565,600,39,-62.73729244
6834,565,600,40,-60.43345924
6836,565,600,41,-65.64834813
6837,565,600,42,6.90263924989872
6838,565,600,43,-65.8122018
6839,565,600,44,-15.25675177
6840,565,600,45,-2.460512755
6841,565,600,46,-37.59436272
6842,565,600,47,2.19526994135167
6904,565,189,0,7.21783294627969
6905,565,189,1,-0.095051029
6906,565,189,2,-1.890183171
6907,565,189,3,1.86171021972563
6908,565,189,4,5.67810136112209
6909,565,189,5,-1.772270804
6910,565,189,6,-4.719050317
6912,565,189,7,0.190671889811746
6913,565,189,8,-3.952918593
6914,565,189,9,-0.644617755
6915,565,189,11,-2.891561195
6916,565,189,10,5.47733965904575
6917,565,189,12,-1.79481147
6918,565,189,13,-3.238385549
6919,565,189,14,-0.99517656
6921,565,189,15,0.656861703428292
6923,565,189,16,4.6098968173235
6924,565,189,17,-1.572189846
6925,565,189,18,-2.753604329
6926,565,189,19,-2.301878476
6928,565,189,20,-0.561692791
6929,565,189,21,-1.17467706
6931,565,189,22,3.01493194122386
6932,565,189,23,4.94417563933207
6933,565,189,24,-5.063724723
6934,565,189,25,-0.86236138
6936,565,189,26,-11.45994914
6939,565,189,27,-2.367170742
6940,565,189,28,-2.734093829
6941,565,189,29,-2.265347738
6943,565,189,30,-0.804680495
6944,565,189,31,11.114783354949
6945,565,189,32,-2.884856103
6946,565,189,33,8.24590709383739
6947,565,189,34,-4.108276823
6948,565,189,35,-2.570253837
6949,565,189,36,2.45961022723067
6950,565,189,37,1.79641307310221
6951,565,189,38,-3.847691774
6952,565,189,39,2.61263258553837
6953,565,189,40,-33.77009914
6955,565,189,41,-2.027044097
6956,565,189,42,13.0636088617968
6957,565,189,43,5.31904753827752
6958,565,189,44,5.54073457498746
6959,565,189,45,5.20993846512438
6960,565,189,46,1.0160131813331
6961,565,189,47,0.362757143130715
6964,565,268,0,1.89968007805053
6965,565,268,1,-1.579696589
6966,565,268,2,-0.612577461
6967,565,268,3,-0.292948039
6968,565,268,4,-8.342715167
6969,565,268,5,-3.967645247
6970,565,268,6,-4.799235439
6972,565,268,7,-6.609804026
6973,565,268,8,1.55587387880937
6974,565,268,9,4.40297428231787
6975,565,268,11,-0.236230492
6976,565,268,10,4.04270608265938
6977,565,268,12,-8.390808592
6978,565,268,13,3.0331946244219
6979,565,268,14,3.84477608889876
6981,565,268,15,-0.764143829
6983,565,268,16,-31.02823297
6984,565,268,17,-3.950355685
6985,565,268,19,-2.935757206
6987,565,268,20,-9.793103235
6988,565,268,21,-4.669257014
6990,565,268,22,-11.92162955
6991,565,268,23,-5.614138245
6992,565,268,24,1.00180316213578
6993,565,268,25,-3.715747037
6995,565,268,26,-6.72628414
6998,565,268,27,-1.306774565
6999,565,268,28,0.227308806951649
7000,565,268,29,-2.502449313
7002,565,268,30,0.500599391463141
7003,565,268,31,-1.124325164
7004,565,268,32,3.46176783248052
7005,565,268,33,-1.244863147
7006,565,268,34,-3.751098723
7007,565,268,35,-5.66142967
7008,565,268,37,-4.516368406
7009,565,268,38,-10.12726279
7010,565,268,39,-0.287030966
7011,565,268,40,-8.357575205
7013,565,268,41,0.610314227555533
7014,565,268,42,-12.36530949
7015,565,268,43,-9.616043046
7016,565,268,44,-1.225270563
7017,565,268,45,-0.627859165
7018,565,268,46,0.457069081005435
7019,565,268,47,0.52540639127656
7079,565,402,0,2.38981990218462
7080,565,402,1,-3.928950967
7081,565,402,2,3.26967620961897
7082,565,402,3,-0.166675628
7083,565,402,4,1.08222200221975
7084,565,402,5,-1.742588974
7085,565,402,6,0.788765842540686
7087,565,402,7,3.54683049579694
7088,565,402,8,-0.827241639
7089,565,402,9,-5.222939196
7090,565,402,11,3.24786706622244
7091,565,402,10,-5.758863237
7092,565,402,12,-8.932972712
7093,565,402,13,2.90921717110011
7094,565,402,14,-0.842682466
7096,565,402,15,-3.020562737
7098,565,402,16,-16.93751749
7099,565,402,17,4.86441960976829
7100,565,402,18,2.7605312683085
7101,565,402,19,2.30978319785837
7103,565,402,20,-2.366527945
7104,565,402,21,-0.440247259
7106,565,402,22,-42.89593928
7107,565,402,23,2.66990040317708
7108,565,402,24,-0.61392812
7109,565,402,25,-4.511979688
7111,565,402,26,2.38880731136884
7114,565,402,27,0.91048095872819
7115,565,402,28,-0.725175719
7116,565,402,29,-1.16848323
7118,565,402,30,5.09319807745577
7119,565,402,31,4.94094822110208
7120,565,402,32,-5.990315432
7121,565,402,33,-1.847398883
7122,565,402,34,-5.724637576
7123,565,402,35,2.98094719473183
7124,565,402,37,-0.809161229
7125,565,402,38,-0.928453196
7126,565,402,39,-0.885770507
7127,565,402,40,-0.040712518
7129,565,402,42,-34.70030477
7130,565,402,43,-2.497893031
7131,565,402,44,2.20155072881353
7132,565,402,45,-1.683809861
7133,565,402,46,1.26001762643461
7134,565,402,47,-1.612794749
7137,565,509,0,-4.857103293
7138,565,509,2,1.98496379876429
7139,565,509,3,-6.724440749
7140,565,509,4,0.918896220199478
7141,565,509,5,-2.078706974
7142,565,509,6,0.849053933169846
7144,565,509,7,-2.588065234
7145,565,509,8,-2.949077737
7146,565,509,9,-2.347646904
7147,565,509,11,-17.08500196
7148,565,509,10,8.29949325331649
7149,565,509,12,1.51483160111462
7150,565,509,13,7.05046896880299
7151,565,509,14,1.42316521508472
7153,565,509,15,1.12939085897743
7155,565,509,16,-53.73356058
7156,565,509,17,-28.26655924
7157,565,509,18,1.25881892121471
7158,565,509,19,-5.205166179
7160,565,509,20,-3.216604015
7161,565,509,21,-2.627609352
7163,565,509,23,-1.453006785
7164,565,509,24,-4.325394363
7165,565,509,25,-4.895546809
7167,565,509,26,-3.455098809
7170,565,509,27,-5.048847273
7171,565,509,28,-0.771897496
7172,565,509,29,-1.681292682
7174,565,509,30,-0.611402044
7175,565,509,31,-0.787272245
7176,565,509,32,-2.042275256
7177,565,509,33,-1.921968543
7178,565,509,34,-23.73975407
7179,565,509,35,-27.36822022
7180,565,509,36,4.32249543482196
7181,565,509,37,0.526606677418477
7182,565,509,38,4.19781071543945
7183,565,509,39,-2.868097002
7184,565,509,40,-2.231487758
7186,565,509,41,-1.412585378
7187,565,509,42,-7.964303054
7188,565,509,43,2.20191165689206
7189,565,509,44,0.305819266153819
7190,565,509,45,-25.47524457
7191,565,509,46,-16.70389502
7192,565,509,47,-3.424963312
7194,565,681,0,-11.09005822
7195,565,681,1,-1.895861079
7196,565,681,2,-23.02613127
7197,565,681,3,-45.85824537
7198,565,681,4,0.483378052913455
7199,565,681,5,-39.47965655
7200,565,681,6,-36.45613991
7202,565,681,7,-23.65542193
7203,565,681,8,-5.08476119
7204,565,681,9,-12.23826936
7205,565,681,11,-4.185322291
7206,565,681,10,-25.10337263
7207,565,681,12,-38.95298647
7208,565,681,13,-41.95967458
7209,565,681,14,-8.917231813
7211,565,681,15,-4.904117563
7213,565,681,16,-16.22917496
7214,565,681,17,-19.90175084
7215,565,681,18,-26.31059353
7216,565,681,19,-17.15457044
7218,565,681,20,-5.060810387
7219,565,681,21,-5.968192033
7221,565,681,22,-16.68091146
7222,565,681,24,-0.908030695
7223,565,681,25,-7.21491207
7225,565,681,26,-7.944776185
7228,565,681,27,-3.27252622
7229,565,681,28,-7.493425065
7230,565,681,29,-15.52612564
7232,565,681,30,-12.78215651
7233,565,681,31,-41.43379973
7234,565,681,32,-3.904159849
7235,565,681,33,-10.86623421
7236,565,681,34,-42.47618699
7237,565,681,35,-17.27447535
7238,565,681,37,-2.208452924
7239,565,681,38,-23.44139928
7240,565,681,39,-11.41323107
7241,565,681,40,-21.29684662
7243,565,681,42,-34.9318972
7244,565,681,43,-50.13857058
7245,565,681,44,-41.22934968
7246,565,681,45,-6.068255958
7247,565,681,46,-44.26824261
7248,565,681,47,-17.33210996
7778,565,112,0,4.78042511033684
7779,565,112,1,1.58590923156187
7780,565,112,2,-8.205503316
7781,565,112,3,0.0073394660847323
7782,565,112,4,-5.370892816
7783,565,112,5,-8.55910809
7784,565,112,6,-4.408112299
7786,565,112,7,-4.965558843
7787,565,112,8,-2.605728706
7788,565,112,9,-0.742836034
7789,565,112,11,3.20197422815957
7790,565,112,10,-1.59251487
7791,565,112,12,-2.829061657
7792,565,112,13,-1.513780093
7793,565,112,14,-6.792533981
7795,565,112,15,3.25146651416317
7797,565,112,16,-11.41418938
7798,565,112,17,-0.438039875
7799,565,112,18,-1.929292141
7800,565,112,19,0.835687801307817
7802,565,112,20,-1.80161814
7803,565,112,21,1.33616515457482
7805,565,112,22,-0.680951697
7806,565,112,23,-5.460580528
7807,565,112,24,-1.863959468
7808,565,112,25,-2.383734774
7810,565,112,26,-0.212431003
7813,565,112,27,-1.235828361
7814,565,112,28,0.422624160891569
7815,565,112,29,-0.665764289
7817,565,112,30,-0.558868139
7818,565,112,32,-2.1719444
7819,565,112,33,-1.098380028
7820,565,112,34,-4.757903673
7821,565,112,35,0.0224307841199514
7822,565,112,36,-2.553027008
7823,565,112,37,-1.175527958
7824,565,112,38,-7.316098449
7825,565,112,39,-1.742880834
7826,565,112,40,-3.193816178
7828,565,112,41,-4.49432901
7829,565,112,43,0.633796520284468
7830,565,112,44,2.52834193849201
7831,565,112,45,-3.28911273
7832,565,112,46,-3.178312229
7833,565,112,47,3.33050661378838
7896,565,46,0,-16.34360374
7897,565,46,1,-20.34259167
7898,565,46,2,-15.8462431
7899,565,46,3,-70.21446696
7900,565,46,4,-26.7924482
7901,565,46,5,-29.61287062
7902,565,46,6,-31.18827813
7904,565,46,7,-68.29232561
7905,565,46,8,-1.647305014
7906,565,46,9,-53.90457875
7907,565,46,11,-63.29971384
7908,565,46,10,-26.25233051
7909,565,46,12,-41.2258857
7910,565,46,13,-59.51959045
7911,565,46,14,-69.75668821
7913,565,46,15,-30.36237738
7915,565,46,16,-57.6705027
7916,565,46,17,-53.08393259
7917,565,46,18,-50.12557268
7918,565,46,19,-58.50186685
7920,565,46,20,-3.400375353
7921,565,46,21,-58.47691774
7923,565,46,22,-6.362110515
7924,565,46,23,-0.123168592
7925,565,46,24,-13.34484335
7926,565,46,25,1.58398032215374
7928,565,46,26,-20.24794303
7931,565,46,27,-12.39452008
7932,565,46,28,-65.98225672
7933,565,46,29,-30.38427008
7935,565,46,30,-34.45828568
7936,565,46,31,-7.172423402
7937,565,46,32,-7.905427025
7938,565,46,33,-11.05765269
7939,565,46,34,-78.02112975
7940,565,46,35,-19.12080565
7941,565,46,37,-53.62694369
7942,565,46,38,-68.838944
7943,565,46,39,-5.499196387
7944,565,46,40,-57.2597659
7946,565,46,42,-47.41012342
7947,565,46,43,-50.96122797
7948,565,46,44,-66.7835993
7949,565,46,45,0.93969856125366
7950,565,46,46,-28.34055657
7951,565,46,47,-73.74123242
7954,565,618,0,-29.96057149
7955,565,618,1,-20.11879369
7956,565,618,2,-42.61450384
7957,565,618,3,-2.119673573
7958,565,618,4,-69.05656944
7959,565,618,5,-11.28204839
7960,565,618,6,-32.76512796
7962,565,618,7,-50.76907347
7963,565,618,8,-39.28859085
7964,565,618,9,-8.97472682
7965,565,618,11,0.39009301514148
7966,565,618,10,-53.45387898
7967,565,618,12,-49.66746278
7968,565,618,13,-23.83910076
7969,565,618,14,-76.1050556
7971,565,618,15,-33.74750871
